did,n_samples,n_features,imbalance_ratio,avg_corr,class_sep,best_algo
44077,25000,24,1.0,0.0766968183856375,0.24482393,SVC
43975,25000,24,1.0,0.0766968183856375,0.24482393,SVC
44092,25000,24,1.0,0.0766968183856375,0.24482393,SVC
45549,25000,30,0.5190181066958318,0.2817779325076516,549.2978,DecisionTree
45550,25000,30,0.5190181066958318,,,DecisionTree
45551,25000,30,0.5191104089445221,,,DecisionTree
1178,25000,12,0.0234995496601981,0.0,1.889761,SVC
42206,25000,37,0.0378180912449665,0.0,,DecisionTree
44112,25000,10,1.0,0.1937423664209938,0.50433004,DecisionTree
44121,25000,10,1.0,0.1937423664209938,0.50433004,DecisionTree
44081,25000,10,1.0,0.1937423664209938,0.50433004,DecisionTree
41672,25000,7,0.8032313906520485,0.0,205.70558,LogisticRegression
1169,25000,7,0.8032313906520485,0.0,205.70558,LogisticRegression
42344,25000,6,1.0,0.0,627.1548,LogisticRegression
1219,25000,11,0.2018075185078358,0.099977669502321,2.0597371e+17,LogisticRegression
42397,25000,30,0.0017229634972152,0.025059283785683,9556.566,LogisticRegression
1597,25000,29,0.0017229634972152,0.0204342877476374,39.584328,LogisticRegression
1502,25000,3,0.2618614980819705,0.6659075151138479,105.68945,DecisionTree
46363,25000,24,0.2676841945134628,0.0507403876302087,19971.295,LogisticRegression
46362,25000,24,0.2676841945134628,0.0507403876302087,19971.295,LogisticRegression
45577,25000,10,0.0716275879806249,,,DecisionTree
1217,25000,11,0.0468134997068922,0.0995950833057716,6.8729372e+16,LogisticRegression
42680,25000,30,0.043231513937573,0.0,437178.7,DecisionTree
143,25000,16,0.630044989241703,0.0,2.1783762,SVC
45038,25000,32,1.0,0.0,5244.384,DecisionTree
44038,25000,32,0.0,0.0,,DecisionTree
44161,25000,32,1.0,0.0,5244.384,DecisionTree
23512,25000,28,0.8919327985469956,0.0713586269443148,0.29038036,DecisionTree
23517,25000,21,0.9795708290442632,0.2663131039930174,0.051081076,LogisticRegression
40922,25000,6,0.9968051118210862,0.126294178753093,6.1279497,DecisionTree
41162,25000,32,0.1402508551881414,0.0,,DecisionTree
45022,25000,7,1.0,0.1269319442476979,1.74033,LogisticRegression
45547,25000,11,0.9988806268489646,0.0,1196.6909,LogisticRegression
45035,25000,31,1.0,0.0,1036.5364,LogisticRegression
1590,25000,14,0.3145441161005363,0.0,,DecisionTree
179,25000,14,0.3145441161005363,0.0,,DecisionTree
43898,25000,14,0.3147515119642388,0.0,,DecisionTree
151,25000,8,0.7378006395106353,0.0,0.27446574,DecisionTree
1461,25000,16,0.1325028312570781,0.0,617.1311,LogisticRegression
